scholarship_id,scholarship_program,application_deadline,age,citizenship,residence,physically_fit,current_shs_strand,top_graduating_class,incoming_year_level,graduation_year,priority_programs,gwa_numerical,gwa_percentage,no_below_225_major,no_below_250_minor,no_failing_grade,regular_student,good_moral,no_other_scholarships,annual_household_income,not_a_working_student
10,Nitori Philippines,8/28/2025,,Filipino,,,,,4th Year,,Bachelor of Arts in Filipinology (ABF),2,,Yes,Yes,Yes,Yes,Yes,Yes,400000,Yes
10,Nitori Philippines,8/28/2025,,Filipino,,,,,4th Year,,Bachelor of Arts in Literary and Cultural Studies (ABLCS),2,,Yes,Yes,Yes,Yes,Yes,Yes,400000,Yes
10,Nitori Philippines,8/28/2025,,Filipino,,,,,4th Year,,Bachelor of Arts in Philosophy (AB-PHILO),2,,Yes,Yes,Yes,Yes,Yes,Yes,400000,Yes
10,Nitori Philippines,8/28/2025,,Filipino,,,,,4th Year,,Bachelor of Performing Arts major in Theater Arts (formerly BA Theater Arts) (BPEA),2,,Yes,Yes,Yes,Yes,Yes,Yes,400000,Yes
10,Nitori Philippines,8/28/2025,,Filipino,,,,,4th Year,,Bachelor of Science in Accountancy (BSA),2,,Yes,Yes,Yes,Yes,Yes,Yes,400000,Yes
10,Nitori Philippines,8/28/2025,,Filipino,,,,,4th Year,,Bachelor of Science in Architecture (BS-ARCH),2,,Yes,Yes,Yes,Yes,Yes,Yes,400000,Yes
10,Nitori Philippines,8/28/2025,,Filipino,,,,,4th Year,,Bachelor of Science in Business Administration Major in Financial Management (BSBAFM),2,,Yes,Yes,Yes,Yes,Yes,Yes,400000,Yes
10,Nitori Philippines,8/28/2025,,Filipino,,,,,4th Year,,Bachelor of Science in Business Administration major in Human Resource Management (BSBAHRM),2,,Yes,Yes,Yes,Yes,Yes,Yes,400000,Yes
10,Nitori Philippines,8/28/2025,,Filipino,,,,,4th Year,,Bachelor of Science in Business Administration major in Marketing Management (BSBA-MM),2,,Yes,Yes,Yes,Yes,Yes,Yes,400000,Yes
10,Nitori Philippines,8/28/2025,,Filipino,,,,,4th Year,,Bachelor of Science in Civil Engineering (BSCE),2,,Yes,Yes,Yes,Yes,Yes,Yes,400000,Yes
10,Nitori Philippines,8/28/2025,,Filipino,,,,,4th Year,,Bachelor of Science in Computer Engineering (BSCpE),2,,Yes,Yes,Yes,Yes,Yes,Yes,400000,Yes
10,Nitori Philippines,8/28/2025,,Filipino,,,,,4th Year,,Bachelor of Science in Computer Science (BSCS),2,,Yes,Yes,Yes,Yes,Yes,Yes,400000,Yes
10,Nitori Philippines,8/28/2025,,Filipino,,,,,4th Year,,Bachelor of Science in Electrical Engineering (BSEE),2,,Yes,Yes,Yes,Yes,Yes,Yes,400000,Yes
10,Nitori Philippines,8/28/2025,,Filipino,,,,,4th Year,,Bachelor of Science in Electronics Engineering (BSECE),2,,Yes,Yes,Yes,Yes,Yes,Yes,400000,Yes
10,Nitori Philippines,8/28/2025,,Filipino,,,,,4th Year,,Bachelor of Science in Entrepreneurship (BSENTREP),2,,Yes,Yes,Yes,Yes,Yes,Yes,400000,Yes
10,Nitori Philippines,8/28/2025,,Filipino,,,,,4th Year,,Bachelor of Science in Environmental Planning (BSEP),2,,Yes,Yes,Yes,Yes,Yes,Yes,400000,Yes
10,Nitori Philippines,8/28/2025,,Filipino,,,,,4th Year,,Bachelor of Science in Hospitality Management (BSHM),2,,Yes,Yes,Yes,Yes,Yes,Yes,400000,Yes
10,Nitori Philippines,8/28/2025,,Filipino,,,,,4th Year,,Bachelor of Science in Industrial Engineering (BSIE),2,,Yes,Yes,Yes,Yes,Yes,Yes,400000,Yes
10,Nitori Philippines,8/28/2025,,Filipino,,,,,4th Year,,Bachelor of Science in Information Technology (BSIT),2,,Yes,Yes,Yes,Yes,Yes,Yes,400000,Yes
10,Nitori Philippines,8/28/2025,,Filipino,,,,,4th Year,,Bachelor of Science in Interior Design (BSID),2,,Yes,Yes,Yes,Yes,Yes,Yes,400000,Yes
10,Nitori Philippines,8/28/2025,,Filipino,,,,,4th Year,,Bachelor of Science in Management Accounting (BSMA),2,,Yes,Yes,Yes,Yes,Yes,Yes,400000,Yes
10,Nitori Philippines,8/28/2025,,Filipino,,,,,4th Year,,Bachelor of Science in Mechanical Engineering (BSME),2,,Yes,Yes,Yes,Yes,Yes,Yes,400000,Yes
10,Nitori Philippines,8/28/2025,,Filipino,,,,,4th Year,,Bachelor of Science in Office Administration (BSOA),2,,Yes,Yes,Yes,Yes,Yes,Yes,400000,Yes
10,Nitori Philippines,8/28/2025,,Filipino,,,,,4th Year,,Bachelor of Science in Railway Engineering (BSRE),2,,Yes,Yes,Yes,Yes,Yes,Yes,400000,Yes
10,Nitori Philippines,8/28/2025,,Filipino,,,,,4th Year,,Bachelor of Science in Tourism Management (BSTM),2,,Yes,Yes,Yes,Yes,Yes,Yes,400000,Yes
10,Nitori Philippines,8/28/2025,,Filipino,,,,,4th Year,,Bachelor of Science in Transportation Management (BSTRM),2,,Yes,Yes,Yes,Yes,Yes,Yes,400000,Yes
11,Original Pilipino Performing Arts Scholarship,4/26/2025,16,Filipino,,Yes,,,2nd Year,,Bachelor of Arts in Performing Arts,2,85,,,Yes,Yes,Yes,,600000,
11,Original Pilipino Performing Arts Scholarship,4/26/2025,16,Filipino,,Yes,,,3rd Year,,Bachelor of Arts in Performing Arts,2,85,,,Yes,Yes,Yes,,600000,
11,Original Pilipino Performing Arts Scholarship,4/26/2025,16,Filipino,,Yes,,,4th Year,,Bachelor of Arts in Performing Arts,2,85,,,Yes,Yes,Yes,,600000,
12,"PAMA Foundation, Inc. Scholarship",2/26/2025,,Filipino,,Yes,,,3rd Year,,Bachelor of Science in Business Administration Major in Financial Management (BSBAFM),2.25,,,,Yes,Yes,Yes,Yes,200000,Yes
12,"PAMA Foundation, Inc. Scholarship",2/26/2025,,Filipino,,Yes,,,3rd Year,,Bachelor of Science in Management Accounting (BSMA),2.25,,,,Yes,Yes,Yes,Yes,200000,Yes
12,"PAMA Foundation, Inc. Scholarship",2/26/2025,,Filipino,,Yes,,,4th Year,,Bachelor of Science in Business Administration Major in Financial Management (BSBAFM),2.25,,,,Yes,Yes,Yes,Yes,200000,Yes
12,"PAMA Foundation, Inc. Scholarship",2/26/2025,,Filipino,,Yes,,,4th Year,,Bachelor of Science in Management Accounting (BSMA),2.25,,,,Yes,Yes,Yes,Yes,200000,Yes
13,Panasonic Scholarship,5/15/2025,,Filipino,,,,,,2027,Bachelor of Science in Business Administration major in Human Resource Management (BSBAHRM),2,,,,Yes,,,,,
13,Panasonic Scholarship,5/15/2025,,Filipino,,,,,,2027,Bachelor of Science in Business Administration major in Marketing Management (BSBA-MM),2,,,,Yes,,,,,
13,Panasonic Scholarship,5/15/2025,,Filipino,,,,,,2027,Bachelor of Science in Entrepreneurship (BSENTREP),2,,,,Yes,,,,,
13,Panasonic Scholarship,5/15/2025,,Filipino,,,,,,2027,Bachelor of Science in Office Administration (BSOA),2,,,,Yes,,,,,
13,Panasonic Scholarship,5/15/2025,,Filipino,,,,,,2027,Bachelor of Science in Civil Engineering (BSCE),2,,,,Yes,,,,,
13,Panasonic Scholarship,5/15/2025,,Filipino,,,,,,2027,Bachelor of Science in Computer Engineering (BSCpE),2,,,,Yes,,,,,
13,Panasonic Scholarship,5/15/2025,,Filipino,,,,,,2027,Bachelor of Science in Electrical Engineering (BSEE),2,,,,Yes,,,,,
13,Panasonic Scholarship,5/15/2025,,Filipino,,,,,,2027,Bachelor of Science in Electronics Engineering (BSECE),2,,,,Yes,,,,,
13,Panasonic Scholarship,5/15/2025,,Filipino,,,,,,2027,Bachelor of Science in Industrial Engineering (BSIE),2,,,,Yes,,,,,
13,Panasonic Scholarship,5/15/2025,,Filipino,,,,,,2027,Bachelor of Science in Mechanical Engineering (BSME),2,,,,Yes,,,,,
13,Panasonic Scholarship,5/15/2025,,Filipino,,,,,,2027,Bachelor of Science in Railway Engineering (BSRE),2,,,,Yes,,,,,
13,Panasonic Scholarship,5/15/2025,,Filipino,,,,,,2027,Bachelor of Science in Accountancy (BSA),2,,,,Yes,,,,,
13,Panasonic Scholarship,5/15/2025,,Filipino,,,,,,2027,Bachelor of Science in Business Administration Major in Financial Management (BSBAFM),2,,,,Yes,,,,,
13,Panasonic Scholarship,5/15/2025,,Filipino,,,,,,2027,Bachelor of Science in Management Accounting (BSMA),2,,,,Yes,,,,,
14,Security Bank Foundation’s Scholars for Better Communities Scholarship Program,6/30/2025,,Filipino,,,,,1st Year,,Bachelor of Science in Accountancy (BSA),1.5,93,,,,,,,-,
14,Security Bank Foundation’s Scholars for Better Communities Scholarship Program,6/30/2025,,Filipino,,,,,1st Year,,Bachelor of Science in Business Administration Major in Financial Management (BSBAFM),1.5,93,,,,,,,,
14,Security Bank Foundation’s Scholars for Better Communities Scholarship Program,6/30/2025,,Filipino,,,,,1st Year,,Bachelor of Science in Management Accounting (BSMA),1.5,93,,,,,,,,
14,Security Bank Foundation’s Scholars for Better Communities Scholarship Program,6/30/2025,,Filipino,,,,,1st Year,,Bachelor of Science in Business Administration major in Marketing Management (BSBA-MM),1.5,93,,,,,,,,
14,Security Bank Foundation’s Scholars for Better Communities Scholarship Program,6/30/2025,,Filipino,,,,,1st Year,,Bachelor of Science in Entrepreneurship (BSENTREP),1.5,93,,,,,,,,
14,Security Bank Foundation’s Scholars for Better Communities Scholarship Program,6/30/2025,,Filipino,,,,,1st Year,,Bachelor of Science in Industrial Engineering (BSIE),1.5,93,,,,,,,,
14,Security Bank Foundation’s Scholars for Better Communities Scholarship Program,6/30/2025,,Filipino,,,,,1st Year,,Bachelor of Science in Applied Mathematics (BSAPMATH),1.5,93,,,,,,,,
14,Security Bank Foundation’s Scholars for Better Communities Scholarship Program,6/30/2025,,Filipino,,,,,1st Year,,Bachelor of Science in Statistics (BSSTAT),1.5,93,,,,,,,,
14,Security Bank Foundation’s Scholars for Better Communities Scholarship Program,6/30/2025,,Filipino,,,,,1st Year,,Bachelor of Science in Computer Science (BSCS),1.5,93,,,,,,,,
14,Security Bank Foundation’s Scholars for Better Communities Scholarship Program,6/30/2025,,Filipino,,,,,1st Year,,Bachelor of Science in Information Technology (BSIT),1.5,93,,,,,,,,
15,Sun Life Financial Asia Services Limited,7/4/2025,,Filipino,,Yes,,,4th Year,,Bachelor of Science in Computer Science (BSCS),2.5,,,,Yes,Yes,Yes,Yes,300000,Yes
15,Sun Life Financial Asia Services Limited,7/4/2025,,Filipino,,Yes,,,4th Year,,Bachelor of Science in Information Technology (BSIT),2.5,,,,Yes,Yes,Yes,Yes,300000,Yes
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Metro Manila,,,,3rd Year,,Bachelor of Arts in Communication Research (BACR),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Metro Manila,,,,3rd Year,,Bachelor of Arts in Journalism (BAJ),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Metro Manila,,,,3rd Year,,Bachelor of Secondary Education (BSEd) major in English,2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Metro Manila,,,,3rd Year,,Bachelor of Secondary Education (BSEd) major in Mathematics,2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Metro Manila,,,,3rd Year,,Bachelor of Secondary Education (BSEd) major in Science,2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Metro Manila,,,,3rd Year,,Bachelor of Secondary Education (BSEd) major in Filipino,2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Metro Manila,,,,3rd Year,,Bachelor of Secondary Education (BSEd) major in Social Studies,2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Metro Manila,,,,3rd Year,,Bachelor of Elementary Education (BEEd),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Metro Manila,,,,3rd Year,,Bachelor of Early Childhood Education (BECEd),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Metro Manila,,,,3rd Year,,Bachelor of Technology and Livelihood Education (BTLEd) major in Home Economics,2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Metro Manila,,,,3rd Year,,Bachelor of Technology and Livelihood Education (BTLEd) major in Industrial Arts,2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Metro Manila,,,,3rd Year,,Bachelor of Technology and Livelihood Education (BTLEd) major in Information and Communication Technology,2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Metro Manila,,,,3rd Year,,Bachelor of Library and Information Science (BLIS),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Metro Manila,,,,3rd Year,,Bachelor of Arts in Sociology (BAS) (closest to Social Work),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Metro Manila,,,,3rd Year,,Bachelor of Science in Economics (BSE),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Metro Manila,,,,3rd Year,,Bachelor of Science in Accountancy (BSA),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Metro Manila,,,,3rd Year,,Bachelor of Science in Information Technology (BSIT),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Metro Manila,,,,3rd Year,,Bachelor of Science in Business Administration major in Human Resource Management (BSBAHRM),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Metro Manila,,,,3rd Year,,Bachelor of Science in Business Administration major in Marketing Management (BSBAMM),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Metro Manila,,,,3rd Year,,Bachelor of Science in Business Administration Major in Financial Management (BSBAFM),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Metro Manila,,,,3rd Year,,Bachelor of Science in Civil Engineering (BSCE),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Metro Manila,,,,3rd Year,,Bachelor of Science in Computer Engineering (BSCpE),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Metro Manila,,,,3rd Year,,Bachelor of Science in Electrical Engineering (BSEE),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Metro Manila,,,,3rd Year,,Bachelor of Science in Electronics Engineering (BSECE),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Metro Manila,,,,3rd Year,,Bachelor of Science in Industrial Engineering (BSIE),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Metro Manila,,,,3rd Year,,Bachelor of Science in Mechanical Engineering (BSME),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Metro Manila,,,,3rd Year,,Bachelor of Science in Railway Engineering (BSRE),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Metro Manila,,,,3rd Year,,Bachelor of Science in Architecture (BS-ARCH),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Metro Manila,,,,3rd Year,,Bachelor of Science in Interior Design (BSID),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Metro Manila,,,,3rd Year,,Bachelor of Science in Environmental Planning (BSEP),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Rizal,,,,3rd Year,,Bachelor of Arts in Communication Research (BACR),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Rizal,,,,3rd Year,,Bachelor of Arts in Journalism (BAJ),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Rizal,,,,3rd Year,,Bachelor of Secondary Education (BSEd) major in English,2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Rizal,,,,3rd Year,,Bachelor of Secondary Education (BSEd) major in Mathematics,2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Rizal,,,,3rd Year,,Bachelor of Secondary Education (BSEd) major in Science,2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Rizal,,,,3rd Year,,Bachelor of Secondary Education (BSEd) major in Filipino,2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Rizal,,,,3rd Year,,Bachelor of Secondary Education (BSEd) major in Social Studies,2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Rizal,,,,3rd Year,,Bachelor of Elementary Education (BEEd),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Rizal,,,,3rd Year,,Bachelor of Early Childhood Education (BECEd),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Rizal,,,,3rd Year,,Bachelor of Technology and Livelihood Education (BTLEd) major in Home Economics,2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Rizal,,,,3rd Year,,Bachelor of Technology and Livelihood Education (BTLEd) major in Industrial Arts,2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Rizal,,,,3rd Year,,Bachelor of Technology and Livelihood Education (BTLEd) major in Information and Communication Technology,2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Rizal,,,,3rd Year,,Bachelor of Library and Information Science (BLIS),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Rizal,,,,3rd Year,,Bachelor of Arts in Sociology (BAS) (closest to Social Work),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Rizal,,,,3rd Year,,Bachelor of Science in Economics (BSE),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Rizal,,,,3rd Year,,Bachelor of Science in Accountancy (BSA),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Rizal,,,,3rd Year,,Bachelor of Science in Information Technology (BSIT),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Rizal,,,,3rd Year,,Bachelor of Science in Business Administration major in Human Resource Management (BSBAHRM),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Rizal,,,,3rd Year,,Bachelor of Science in Business Administration major in Marketing Management (BSBAMM),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Rizal,,,,3rd Year,,Bachelor of Science in Business Administration Major in Financial Management (BSBAFM),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Rizal,,,,3rd Year,,Bachelor of Science in Civil Engineering (BSCE),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Rizal,,,,3rd Year,,Bachelor of Science in Computer Engineering (BSCpE),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Rizal,,,,3rd Year,,Bachelor of Science in Electrical Engineering (BSEE),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Rizal,,,,3rd Year,,Bachelor of Science in Electronics Engineering (BSECE),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Rizal,,,,3rd Year,,Bachelor of Science in Industrial Engineering (BSIE),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Rizal,,,,3rd Year,,Bachelor of Science in Mechanical Engineering (BSME),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Rizal,,,,3rd Year,,Bachelor of Science in Railway Engineering (BSRE),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Rizal,,,,3rd Year,,Bachelor of Science in Architecture (BS-ARCH),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Rizal,,,,3rd Year,,Bachelor of Science in Interior Design (BSID),2.25,82,,,,Yes,,,400000,
16,Tzu Chi Foundation Philippines Educational Assistance Program,4/3/2025,,Filipino,Rizal,,,,3rd Year,,Bachelor of Science in Environmental Planning (BSEP),2.25,82,,,,Yes,,,400000,